,date,title,target
18394,2020-01-18,οικογενειακή τραγωδία σε σπίτι στο παγκράτι όπου αγοράστηκε κατά λάθος νουτέλα αντί για μερέντα,1
18844,2020-01-20,κάθετη πτώση σημειώνουν οι πωλήσεις σε αρχαιοελληνικά κράνη,1
2241,2020-01-20,ανασφάλεια στη θέση 4 του τηλεκοντρόλ αισθάνεται ξαφνικά ο ant1,1
17982,2020-01-20,"χάκερς επιτέθηκαν και στον συριζα, υπέκλεψαν δεκάδες συνταγές της θεανώς φωτίου και οδηγίες κατασκευής ονειροπαγίδων",1
2270,2020-01-20,ικανοποιημένος από όσα μαθαίνει από τα σάιτ για τη διάσκεψη του βερολίνου ο κυριάκος μητσοτάκης,1
2158,2020-01-21,μια ανάσα από την μπαρτσελόνα έναντι 35 εκατομμυρίων ευρώ ο σάββας θεοδωρίδης,1
2196,2020-01-21,σκέψεις για επένδυση στον μαφιόζικο τουρισμό κάνουν στην κυβέρνηση μετά τις επιθέσεις σε κοβάσεβιτς και μαυροβούνιους,1
13123,2020-01-22,νέο ζευγάρι παραγγέλνει οικογενειακή μερίδα σε κεπ,1
2122,2020-01-22,τον χρήστο λούλη θα στείλει στη θέση του ο γιάνης βαρουφάκης στη σημερινή ψηφοφορία για την εκλογή προέδρου της δημοκρατίας,1
19204,2020-01-22,"στα μαγειρεία του υπουργείου αγροτικής ανάπτυξης πέρασε τη νύχτα ο μάκης βορίδης, φτιάχνοντας δεκάδες βασιλόπιτες",1
2880,2020-01-23,"αν δουλεύεις κάθε μέρα σαν σκλάβος, τι σε νοιάζει να δουλεύεις και κυριακές;",1
19197,2020-01-23,βλάβη στο λογισμικό του εμφάνισε ο προκόπης παυλόπουλος,1
13127,2020-01-24,tη δικαιολογία «σε πήρα και δεν έπιανε» επιστράτευσε και φέτος 34χρονος στα γενέθλια φίλου του,1
18499,2020-01-24,την πώληση του 51% του γιώργου αγγελόπουλου σε ξένους επενδυτές μελετά η κυβέρνηση,1
11889,2020-01-24,ο χαρακτήρας του κρις σφέτα θα προστεθεί στη νέα σεζόν stranger things,1
9539,2020-01-28,δυσαρέσκεια από τον αλέκο φλαμπουράρη,1
13128,2020-01-28,"έκτακτα μέτρα κατά του κοροναϊού στο ελευθέριος βενιζέλος, θα πυροβολείται όποιος ταξιδιώτης βήχει",1
3815,2020-01-29,"ενοχλημένος ο κυριάκος βελόπουλος, απορεί γιατί κανείς δεν του στέλνει πια στο msn messenger",1
13130,2020-01-29,επαναστατική πολιτική επιστροφής εντός 40 ημερών ξεκίνησε το μαιευτήριο ιασω,1
8849,2020-01-30,ένα εισιτήριο δώρο θα παίρνουν όσοι προσέρχονται στη συναυλία των placebo φορώντας μπανάνα,1
18706,2020-01-30,την απόκτηση του 51% της κυβέρνησης μελετά ο βαγγέλης μαρινάκης,1
18910,2020-01-30,έκκληση στις μανούλες του facebook να κάνουν περισσότερες αναρτήσεις απευθύνει ο μαρκ ζούκερμπεργκ μετά από κάμψη στα έσοδα της εταιρείας,1
8902,2020-01-30,πλειοψηφία τουλάχιστον 180 εδρών στη βουλή θα πρέπει να συγκεντρώνει στο εξής ο πρωταθλητής της superleague,1
8879,2020-01-31,μέλος του συνδέσμου βετεράνων ολυμπιακού και επίσημα ο ζε ρομπέρτο,1
18637,2020-02-03,κικίλιας: πιστεύω ότι ο χρόνος είναι ο καλύτερος γιατρός και το γέλιο το καλύτερο φάρμακο,1
13151,2020-02-03,με σελοφάν θα καλυφτεί προληπτικά η κινέζικη πρεσβεία στην αθήνα,1
4903,2020-02-03,μυστηριώδης ρωσοπόντιος εκατομμυριούχος ρώτησε για την αγορά του παναθηναϊκού,1
2836,2020-02-04,δεν βλέπω να λύνεται το κυπριακό αν όλοι οι κύπριοι πηγαίνουν σε ελληνικά ριάλιτι,1
13149,2020-02-04,σκέψεις αποστράγγισης του αιγαίου πραγματοποιεί η κυβέρνηση μετά την κατακραυγή για τη δημιουργία πλωτού φράκτη,1
13156,2020-02-05,27 χρόνια μετά: 34χρονος συγχωρεί μητέρα που τον πήγαινε για ελληνικούς χορούς,1
8550,2020-02-05,αυστηρό μήνυμα προκόπη παυλόπουλου προς τον κοροναϊό,1
2741,2020-02-06,σερί πήγε πάλι στη βουλή η νίκη κεραμέως,1
16527,2020-02-06,διεκόπη για φαγητό και ύπνο έπειτα από 75 χρόνια η διαρκής ιερά σύνοδος,1
16534,2020-02-07,συναγερμός σήμανε στις αρχές,1
18611,2020-02-07,αγκαλιά με ένα πορτρέτο της μάργκαρετ θάτσερ πέρασε τη νύχτα ο άρης πορτοσάλτε,1
11980,2020-02-10,τη διαχρονικότητα της ελλάδας προσπαθεί να συμβολίσει η γιάννα αγγελοπούλου διατηρώντας ίδιο το πρόσωπό της,1
11979,2020-02-10,δεν κατάφερε ακόμα να βγάλει εισιτήριο για το μετρό η έμα στόουν,1
12387,2020-02-11,τόνι μοντάνα θα ντυθεί και φέτος τις απόκριες ο δημήτρης γιαννακόπουλος,1
16535,2020-02-11,υπερβολικός 37χρονος χρησιμοποιεί και τέταρτο «χα» για να εκφράσει γραπτά το γέλιο του,1
1228,2020-02-12,"το γεγονός ότι αλλάζει διαρκώς όνομα το πιο επικίνδυνο γνώρισμα του φονικού ιού, προειδοποιούν οι επιστήμονες",1
1190,2020-02-12,«τηλεφωνώ από την elpedison» ακούγεται κάθε φορά που σηκώνεις το τηλέφωνο στην κόλαση,1
1165,2020-02-13,με memes θα απαντήσει στις ερωτήσεις των μελών του isyriza ο αλέξης τσίπρας,1
17836,2020-02-13,βραβεύθηκε από την ακαδημία αθηνών άνδρας που κατάφερε να πει με την πρώτη το όνομα του άκη πετρετζίκη,1
1129,2020-02-13,"μπερδεμένο μέλος της ακαδημίας όσκαρ, θεωρεί ότι όλοι οι φτωχοί μοιάζουν με ασιάτες",1
18833,2020-02-13,αποκρυπτογραφήθηκε το εξωγήινο σήμα που εντόπισαν επιστήμονες: «σταματήστε να ποστάρετε φιλοσοφικά ρητά και καλημέρες στο facebook»,1
16536,2020-02-14,κρασί και λουλούδια θα προσφέρουν στους πολίτες σήμερα λόγω του αγίου βαλεντίνου οι εφορίες,1
5134,2020-02-17,3 κομμάτια απομένουν για να έχουν όλα τα ελληνικά τραγούδια βίντεο στο youtube από το στην υγειά μας,1
5162,2020-02-17,"χιλιάδες εργαζόμενοι επικαλέστηκαν αρρώστια, βλέπουν αυτή την ώρα ρετιρέ στο νέο πρόγραμμα του mega",1
16537,2020-02-18,πάνω στις γραμμές του μετρό θα πραγματοποιούν στο εξής πορείες οι εργαζόμενοι της αττικό μετρό,1
5161,2020-02-18,"αποκάλυψη: 1500 μάρτυρες του ιεχωβά μετέφερε το noor 1, ποσοστιαία έχουν πεθάνει πολύ λίγοι",1
11524,2020-02-19,talent show για τον νέο του ύμνο θα διοργανώσει ο συριζα,1
16610,2020-02-19,τέλος εποχής: θαμώνες μπαρ δεν ενθουσιάστηκαν με το σπρώξιμο κρεμαστών λαμπών,1
16611,2020-02-20,"δεν αρκεί τελικά το να είναι κάποιος πρόσφυγας για να είναι εγκληματίας, πηγές επιβεβαιώνουν",1
2815,2020-02-20,"θα τιμήσω και φέτος την παράδοση, λίγο κρέας κάθε τόσο για το καλό χρειάζεται",1
16613,2020-02-21,στον εισαγγελέα οδηγήθηκαν γονείς-τέρατα που έδιναν στα παιδιά τους συστηματικά μουρουνέλαιο,1
857,2020-02-24,μέχρι να κλείσει το τριώδιο θα μπορούν να καταθέσουν οι προστατευόμενοι μάρτυρες της υπόθεσης novartis,1
16612,2020-02-24,από 85% υγρά μπαταρίας θα αποτελείται το συντριβάνι στην πλατεία ομονοίας,1
780,2020-02-25,«πότε χωρίστηκαν τα φιλαράκια για να κάνουν reunion» αναρωτιέται ο 49χρονος επιπλοποιός από τα πετράλωνα,1
813,2020-02-25,ελληνικό μοντέλο tesla κορνάρει μόλις ανάψει πράσινο,1
16277,2020-02-26,εσύ είσαι ο πρώτος ασθενής με κοροναϊό στην ελλάδα,1
16235,2020-02-26,έκτακτο: στη θήβα μεταβαίνουν ολοένα και περισσότεροι έλληνες ελπίζοντας ότι δε θα θέλει να πάει εκεί ο κοροναϊός,1
7456,2020-02-27,"ιδανικό για όσους υποφέρουν από συχνοουρία το ελληνικό πρωτάθλημα ποδοσφαίρου, επιστήμονες επιβεβαιώνουν",1
16276,2020-02-27,"στη θεσσαλονίκη βρίσκεται ήδη δημοσιογράφος του vice, σκοπεύει να κολλήσει κοροναϊό για να γράψει βιωματικό άρθρο",1
7471,2020-02-28,καθημερινά θα προσφέρει θεία κοινωνία η εκκλησία μέχρι την εξάλειψη του κοροναϊού,1
16617,2020-02-28,έκτακτα μέτρα της τροχαίας λόγω της επίσκεψης του κορονοϊού στην αθήνα,1
13087,2020-02-29,"ίχνη του ιού εντοπίστηκαν στη λεα της εθνικής οδού, φόβοι για όσους οδήγησαν εκεί το τελευταίο 24ωρο",1
18506,2020-02-29,εφαρμογή από έλληνες φοιτητές επιτρέπει το πέταγμα χαρταετού από το σπίτι,1
13118,2020-03-03,θετικοί στον κορωνοϊό βρέθηκαν όλοι όσοι μασκαρεύτηκαν το περασμένο σαββατοκύριακο,1
13116,2020-03-03,"46χρονος πατριώτης δέχεται να πνίγονται μικρά παιδιά στα σύνορα, αρκεί να μην πειράζει κανείς τα αγέννητα ελληνάκια",1
2784,2020-03-04,ο κοροναϊός αντιμετωπίζεται μόνο με man to man,1
3735,2020-03-04,σημαντικά αναμένεται να μειωθούν οι γεννήσεις παιδιών στην ελλάδα λόγω της ακύρωσης του καρναβαλιού της πάτρας,1
3766,2020-03-05,με 50θέσιο πούλμαν κυκλοφορούν οι «53» του συριζα,1
3779,2020-03-05,στο μηδέν παραμένουν τα κρούσματα κορωναϊού σε τουρκία και βόρεια κορέα,1
3811,2020-03-06,υποχρεωτικά φορείς του κορωνοϊού θα είναι όλοι οι παίκτες του νέου big brother,1
19141,2020-03-09,ορθόδοξο γλυκαντικό για τη σαρακοστή λανσάρει η εκκλησία,1
13117,2020-03-09,απειλητικά τηλεφωνήματα απο τον θεό δέχονται τις τελευταίες ημέρες οι έλληνες λοιμωξιολόγοι,1
7327,2020-03-09,"από ακατάσχετους πνιγμούς κατά την ομιλία υπέφεραν οι αρχαίοι κύπριοι, αποκαλύπτει νέα έρευνα",1
16555,2020-03-10,κατευθείαν από το στόμα των παπάδων θα λαμβάνουν στο εξής την θεία κοινωνία οι πιστοί,1
16556,2020-03-10,απολύθηκε καθηγητής ιδιαίτερων που δεν ήταν τίποτα το ιδιαίτερο,1
2759,2020-03-11,"δεν τα παρατάει ο κοροναϊός, χρειάζονται περισσότερα deflections",1
7440,2020-03-11,ελένη αντωνιάδου: η 32χρονη ελληνίδα που ανακάλυψε το εμβόλιο για τον κορωναϊό,1
16557,2020-03-12,"οι πολίτες να μην βγάζουν βόλτα τους παγκολίνους τους, συστήνει το υπουργείο υγείας",1
7297,2020-03-12,"κορονοϊός: μυρίζεται το φόβο πριν επιτεθεί, προειδοποιούν οι επιστήμονες",1
16558,2020-03-13,"32χρονος συνεχίζει να παριστάνει ότι δεν καταστρέφεται ο κόσμος, πηγαίνει κανονικά στη δουλειά του",1
18697,2020-03-13,την πρόθεση της να συνεχίσει να εμφανίζεται στους «απίθανους» επιβεβαίωσε η αικατερίνη σακελλαροπούλου,1
18669,2020-03-13,το ενδιαφέρον του για την απόκτηση του προκόπη παυλόπουλου εξέφρασε το μουσείο της μαντάμ τισό,1
16561,2020-03-13,"επιτρέπει ξανά το κάπνισμα σε εσωτερικούς χώρους η κυβέρνηση, «τι νόημα έχει πια», σχολίασε ο βασίλης κικίλιας",1
11004,2020-03-16,"ενθουσιασμένος με τη λήξη της θητείας του ο προκόπης παυλόπουλος, σκοπεύει να γυρίσει τον κόσμο με τη χελώνα του",1
2733,2020-03-16,"για όνομα του μπαμπά, σταματήστε να πηγαίνετε εκκλησία, δεν θα σας παρεξηγήσω",1
2691,2020-03-17,"αν πεθάνουν όλοι, τότε ο κορονοϊός δεν θα έχει ποιον άλλον να κολλήσει",1
16562,2020-03-17,πέντε μέρες μέσα στο σπίτι δεν ήταν αρκετές για να κρεμάσει ο 32χρονος χρήστος εκείνο το κάδρο,1
16563,2020-03-18,"κανένας στη χώρα δεν είναι βέβαιος για το τι μέρα είναι σήμερα, πηγές επιβεβαιώνουν",1
16564,2020-03-18,"πιο εύκολη η κοινωνική αποστασιοποίηση όσο περνούν τα χρόνια, σύμφωνα με μαρτυρίες",1
18295,2020-03-18,τι είναι το cocooning αναρωτιούνται χιλιάδες έφηβοι της χώρας μετά το διάγγελμα μητσοτάκη,1
16571,2020-03-19,42χρονος ορκίζεται ότι το ψυγείο του μίλησε,1
7441,2020-03-19,"«αν νιώσετε πανικό κλείστε τα μάτια και φέρτε στο μυαλό σας τον τσιόδρα», συνιστούν οι επιστήμονες",1
11883,2020-03-20,"απομακρύνεται τρομαγμένος ο κορονοϊός όταν ακούει τη φωνή του μαραβέγια, επιβεβαιώνουν οι επιστήμονες",1
16588,2020-03-23,φύσει αναποφάσιστος 27χρονος έχει ήδη στείλει 17 μηνύματα στο 13033 σχετικά με το αν θα βγει να αθληθεί,1
16582,2020-03-23,συνελήφθη 45χρονος που νοίκιαζε τον σκύλο του για βόλτες σε πολίτες,1
16589,2020-03-24,δημοσιογράφος του «κουλουριού» έχει ξεχάσει να γράφει για άλλα θέματα πλην κοροναϊού,1
2657,2020-03-24,αν ερχόταν ο κορωνιός όσο ήμουν εγώ στο υπουργείο θα του δάγκωνα το λαρύγγι,1
17908,2020-03-24,εξαφανίστηκε κάτω από μυστηριώδεις συνθήκες ο κορωνοϊός μετά την επαφή του με τον βαγγέλη μαρινάκη,1
18005,2020-03-24,αγνοούνται χιλιάδες χρήστες του facebook που δεν ανέβασαν στάτους κατά του facebook,1
13077,2020-03-26,"μια ανάσα απ' το να βρεθεί ξανά υπό τον τούρκικο ζυγό η ελλάδα, μετά την μη τέλεση της χθεσινής παρέλασης",1
5094,2020-03-27,έκκληση σε όσους μένουν στο σπίτι να μην κάνουν ηρωίνη απευθύνει ο π.ο.υ.,1
5074,2020-03-27,τα δελτία ειδήσεων του στέφανου χίου θα γράφει στο εξής ο γιάννης οικονομίδης,1
2676,2020-03-30,όσο μιλάω στην τηλεόραση θα κάνετε ησυχία,1
5093,2020-03-30,"αποκάλυψη: κατασκευασμένος ο κοροναϊός, ηθικοί αυτουργοί τα αρνιά για να γλιτώσουν τη σούβλα",1
13080,2020-03-31,κοινωνιοπαθής 25χρονος εξακολουθεί να έχει όρεξη για πρωταπριλιάτικες πλάκες,1
13081,2020-03-31,ιδανικός άνδρας πιστεύει πως η έμα στόουν μοιάζει με βάτραχο,1
7442,2020-04-01,"σύμπτωμα του κορονοϊού η παρασκευή ψωμιού στο σπίτι, προειδοποιούν οι επιστήμονες",1
7506,2020-04-01,πληροφορίες για τον χανταϊό ζήτησε το ζεύγος τανιμανίδη-μπόμπα μετά την ανάρρωση από τον κοροναϊό,1
7524,2020-04-02,"23χρόνος βρίσκεται στο έτος 2058 στο football manager, προειδοποιεί ότι η πανδημία δεν έχει ακόμα τελειώσει",1
13082,2020-04-02,ειλικρινής 35χρονος παραδέχτηκε επιτέλους στη σύντροφό του οτι αποκοιμήθηκε ενώ έβλεπαν ταινία,1
13084,2020-04-03,βέβαιη για την πρόταση γάμου 35χρονη που είναι κλεισμένη σε διαμέρισμα με το αγόρι της,1
13085,2020-04-03,εξακολουθεί να χρησιμοποιείται η ερώτηση «πού σε πετυχαίνω» στο τηλέφωνο,1
19189,2020-04-04,ζωντανός βρέθηκε άνδρας που καταπλακώθηκε από εκατοντάδες ρολά χαρτί τουαλέτας,1
13083,2020-04-06,μανικιούρ-πεντικιούρ και βάψιμο θα ακολουθεί μετά το κόψιμο του λώρου στα μαιευτήρια της θεσσαλονίκης,1
12066,2020-04-06,"ολοκλήρωσε τον τέταρτο κύκλο του casa de papel ο σωτήρης τσιόδρας, θα επανέλθει κανονικά σήμερα στα καθήκοντά του",1
13086,2020-04-07,"μέσα στα σπίτια φέτος η ρίψη των βαρελότων του πάσχα, συστήνει η πολιτική προστασία",1
7446,2020-04-07,ανησυχία πώς όσοι αφήσουν τώρα μουστάκι θα έχουν μόνιμη ζημιά εκφράζουν οι επιστήμονες,1
7447,2020-04-08,ανησυχίες ότι ούτε τώρα θα τελειώνουν τα παζλ εκφράζουν οι επιστήμονες,1
13043,2020-04-08,μέσω instagram θα ψάλει φέτος την μεγάλη εβδομάδα ο πέτρος γαϊτάνος,1
2175,2020-04-09,μείωση κατά 3 πετα-τζουλ ανά κέλβιν σημειώθηκε από την περασμένη εβδομάδα στην παγκόσμια εντροπία,1
2706,2020-04-09,θα σκότωνα για ένα σφηνάκι και μπαρότσαρκες μέχρι το πρωί,1
2209,2020-04-10,"επικίνδυνο να παραμείνει ο χριστός τόσες μέρες σταυρωμένος λόγω της αναβολής της ανάστασης, προειδοποιούν ειδικοί",1
2252,2020-04-10,στον κορονοϊό αποδίδει ο παναγιώτης γιαννάκης το γεγονός πως δεν έχει προπονήσει ακόμη τη ζενίθ,1
2352,2020-04-13,"οι αντιεμβολιαστές οι πρώτοι που θα κυκλοφορήσουν δοκιμαστικά όταν χαλαρώσουν τα μέτρα, προτείνουν οι επιστήμονες",1
2406,2020-04-14,"με βάση το τελευταίο ψηφίο του αφμ τους θα προσέρχονται στα μπαρ οι πόλιτες όταν ανοίξουν, προς αποφυγή συνωστισμού",1
13045,2020-04-14,συλλεκτικό αυτοκόλλητο 'πολιτική προστασία' έλαβε 27χρονη που στηλιτεύει στο instagram όσους κυκλοφορούν έξω από το σπίτι,1
13046,2020-04-15,"μόνο όσοι έχουν αναστηθεί τα τελευταία 1987 χρόνια θα μπορούν να κυκλοφορούν ελεύθερα το πάσχα, αποφάσισε η κυβέρνηση",1
12392,2020-04-15,"σε γήπεδα 11 επί 11 θα επιτρέπονται στο εξής οι αγώνες 5 επί 5, για την τήρηση των απαραίτητων αποστάσεων",1
13048,2020-04-16,δείτε πώς θα κινηθεί το μετρό τις ημέρες του πάσχα,1
16803,2020-04-16,στα όρια της κατάθλιψης 15χρονος που προετοιμαζόταν για το χορό του σχολείου από το 2018,1
13047,2020-04-16,"δεν χάνει το χιούμορ του ρομαντικός 35χρονος, ενεργοποιεί την επιλογή out of office στο επαγγελματικό του μέιλ",1
19284,2020-04-18,δύσκολες ώρες για τη θεσσαλονίκη: ελλείψεις σημειώνονται σε βασικά είδη μακιγιάζ,1
13049,2020-04-21,42χρονος έφυγε από το σπίτι του από συνήθεια μόλις άκουσε το χριστός ανέστη,1
7510,2020-04-21,επίτιμος αντιπρόεδρος του εδεσσαϊκού 32χρονος που ολοκλήρωσε το πρόγραμμα τηλεκατάρτισης,1
2488,2020-04-22,52χρονος υπάλληλος υποθηκοφυλακείου δεν θέλει να υποθηκεύσει το μέλλον του,1
2444,2020-04-22,"πρόκληση της βόρειας μακεδονίας, διεκδικεί την υπηκοότητα του σωτήρη τσιόδρα",1
18244,2020-04-23,ανησυχία προκαλούν τα αυξανόμενα κρούσματα αμάνικων μπουφάν στη χώρα λόγω του νίκου χαρδαλιά,1
13058,2020-04-23,"από εργομετρικά θα περάσουν όσοι πολίτες έστειλαν πολλές φορές το μήνυμα για άθληση, στο τέλος της καραντίνας",1
2740,2020-04-23,"για ακόμη μια φορά, παρακολουθώ έναν κρίσιμο αγώνα χωρίς να παίζω",1
4452,2020-04-24,συγχωνεύονται isyriza και periergos.gr,1
4409,2020-04-24,μέσω μαθηματικών γρίφων στο facebook θα γίνεται πλέον η τηλεκατάρτιση των επιστημόνων,1
18158,2020-04-27,κυβέρνηση: με κληρώσεις μέσω οπαπ τα ραντεβού στα κομμωτήρια,1
4491,2020-04-27,σε μπαλκόνια ανυποψίαστων πολιτών θα τραγουδάει η άλκηστις πρωτοψάλτη,1
16686,2020-04-27,"άνοστο το κοκορέτσι φέτος στην παπαδίτσα, αναγκάστηκαν να πλύνουν το έντερο λόγω κορονοϊού",1
17784,2020-04-27,την αξιοποίηση των αποθεμάτων χρυσού της μαρίνας πατούλη για να ανακάμψει η χώρα μετά την κρίση μελετά η κυβέρνηση,1
1463,2020-04-28,95% πιθανότητες να κολλήσουν μυστηριωδώς κορονοϊό παρουσιάζουν τα μέλη της επιτροπής που εισηγήθηκε υποβιβασμό του ολυμπιακού,1
1437,2020-04-28,"κέρδισε τον χάρο στην μονομαχία τους με δρεπάνια ο κιμ γιονγκ ουν, επιστρέφει άμεσα στην πιονγιάνγκ",1
1495,2020-04-29,"ικανοποιημένοι με την παρουσίαση της άρσης των μέτρων στην κυβέρνηση, σκέφτονται να προχωρήσουν στην αγορά του powerpoint",1
2779,2020-04-29,τους ζυγούς λύσατε!,1
1517,2020-04-30,simulate θα γίνουν τελικά όλοι οι αθλητικοί αγώνες μέχρι το τέλος της σεζόν,1
18359,2020-05-02,άνδρας ανέτρεψε τα σατανικά σχέδια της παγκόσμιας μασκοβιομηχανίας αγοράζοντας επαναχρησιμοποιούμενη μάσκα,1
16711,2020-05-04,"αυστηρή σύσταση στους πολίτες να μην γλείφουν ακόμα τις χειρολαβές στα μέσα μαζικής μεταφοράς, απηύθυνε το υπουργείο",1
16710,2020-05-04,με ένα τεράστιο όργιο στην πλατεία συντάγματος θα εορταστεί αυτό το σαββατοκύριακο η λήξη της καραντίνας,1
18901,2020-05-04,ολοκλήρωσε την ανάγνωση του μνημονίου του 2012 ο μιχάλης χρυσοχοΐδης,1
16712,2020-05-05,"38χρονη δεν έχει ιδέα τι να κάνει με το πτώμα του συζύγου της, έπειτα από την άρση των μέτρων",1
7550,2020-05-06,οικογένεια γίνεται μάρτυρας σήματος dvd να χτυπάει την γωνία της οθόνης,1
7513,2020-05-06,"ιδιαίτερα προβληματισμένος ο κορονοϊός με την παύση λειτουργίας του 13033, ετοιμάζεται να φύγει οριστικά από την ελλάδα",1
16716,2020-05-07,εκατοντάδες κλήσεις στην πυροσβεστική από πολίτες που δεν χωρούν πλέον να βγούν από την πόρτα τους,1
16713,2020-05-07,"σπίτι του παραμένει ακόμα ο σπύρος παπαδόπουλος, κανένας δεν του είπε ότι τελείωσε η καραντίνα",1
12288,2020-05-08,συνταγή για βρώσιμη μάσκα θα παρουσιάσει στην ενημέρωση των 18.00 ο άκης πετρετζίκης,1
17847,2020-05-08,τόνωση του κατασκοπικού τουρισμού μετά το πράσινο φως για την κατασκευή του καζίνο,1
2793,2020-05-08,πού βρίσκετε και παρκάρετε όλοι εσείς στην αγία παρασκευή μωρέ;,1
16719,2020-05-11,ξεχωριστά σποτ για γυναίκες με ροζ ζωγραφιές και κούκλες θα δημιουργήσει η πολιτική προστασία,1
16722,2020-05-11,"ενθουσιασμένος με την επιστροφή στο σχολείο 17χρονος, συνεχίζει από εκεί που άφησε την τρύπα στο θρανίο του",1
1297,2020-05-12,βιτσιόζος 47χρονος εύχεται τα social media να γέμιζαν κάθε μέρα με τις μητέρες σας,1
16684,2020-05-12,επέστρεψε στην κανονικότητα 67χρονος που διαβάζει κάθε πρωί την εφημερίδα «μακελειό» στο πάρκο,1
1250,2020-05-13,"νέα βασίλισσα των γατών η μοσχογαλή, μετά τον κομβικό της ρόλο στον αφανισμό του ανθρώπου",1
5624,2020-05-14,σάλος μετά την αποκάλυψη πως ο βοηθός google απαντάει στο «heil google»,1
16685,2020-05-14,"με τον αγκώνα θα προσπαθούν να συνεφέρουν θύματα πνιγμού οι ναυαγοσώστες στις παραλίες, λόγω του φόβου για κορονοϊό",1
7624,2020-05-15,με χειροκροτήματα θα μπορούν να πληρώνουν στο εξής τους λογαριασμούς τους νοσηλευτές και καλλιτέχνες,1
19079,2020-05-15,διαψεύδει ο παγκόσμιος οργανισμός υγείας ότι ο κορωνοϊός κατασκευάστηκε με στόχο να πλήξει την ελληνική συμμετοχή στη eurovision,1
16733,2020-05-15,"καμία ανησυχία από τον συνωστισμό στην πλατεία ομονοίας, χλωρίνη αναβλύζει το συντριβάνι της",1
18104,2020-05-15,ερευνα: μας είχε προειδοποιήσει η σαμπρίνα για τις κάμερες με το τραγούδι ‘camera’ το 2003;,1
2824,2020-05-18,εγώ έτσι κι αλλιώς μεταλαμβάνω με σκέτη βότκα,1
7569,2020-05-18,voucher για κεκ ορθογραφίας θα προσφέρει στους καθηγητές η κυβέρνηση,1
7568,2020-05-19,συναυλία στην σπιναλόγκα θα δώσει τις επόμενες ημέρες ο νίκος οικονομόπουλος,1
7511,2020-05-19,λιγότερες πιθανότητες να κολλήσουν κορονοϊό έχουν οι επιβάτες που σηκώνονται μόλις προσγειώνεται το αεροπλάνο,1
7520,2020-05-20,"ούτε με τις ξαφνικές καταιγίδες συνδέεται τελικά το lockdown, επιστήμονες επιβεβαιώνουν",1
17666,2020-05-20,επίτιμος εξηντάρης ανακηρύχτηκε 22χρονος που χρησιμοποιεί τη φράση «η παλιοπαρέα»,1
